@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
5909,'2019/01/23 12:06:17:006',5,0.522371,-1.251665,0.271609,-0.056501,0.401724,-0.151914,0.157259,0.222424,0.473187,0.099849,0.491134,0.293315,0.17738,1378.125,0.335825,2.220746,3
5910,'2019/01/23 12:06:17:023',5,0.495994,-1.252086,0.255958,-0.087565,0.435395,-0.133335,0.119957,0.22296,0.431771,0.039132,0.456147,0.292989,0.19004,1378.125,0.337105,2.233029,3
5911,'2019/01/23 12:06:17:039',5,0.514805,-1.287465,0.268272,-0.08311,0.475224,-0.089542,0.196402,0.299351,0.463727,0.069263,0.502896,0.281171,0.152124,1378.125,0.353506,2.291987,3
5912,'2019/01/23 12:06:17:055',5,0.52285,-1.247396,0.288998,-0.05023,0.436909,-0.08766,0.134695,0.286098,0.427138,0.052391,0.471153,0.282147,0.126181,1378.125,0.357341,2.275486,3
5913,'2019/01/23 12:06:17:072',5,0.599493,-1.153357,0.393074,-0.020481,0.387417,-0.140574,0.052843,0.204274,0.353889,0.034073,0.463127,0.274603,0.121646,1378.125,0.370492,2.327372,3
5914,'2019/01/23 12:06:17:089',5,0.387936,-1.362205,0.221676,-0.091081,0.342771,-0.097769,0.097954,0.291391,0.47611,0.124605,0.540861,0.332301,0.168017,1378.125,0.364432,2.307649,3
5915,'2019/01/23 12:06:17:106',5,0.428843,-1.160598,0.252368,0.012797,0.326146,-0.044923,0.033045,0.295656,0.400579,0.134878,0.440418,0.260041,0.160257,1378.125,0.358919,2.214347,3
5916,'2019/01/23 12:06:17:122',5,0.419035,-1.255129,0.200375,-0.103209,0.270102,-0.115439,0.047732,0.22277,0.408228,0.099664,0.502276,0.315704,0.288838,1378.125,0.367243,2.252836,3
5917,'2019/01/23 12:06:17:138',5,0.562038,-1.135021,0.39791,0.1026,0.38738,-0.024591,0.0643,0.182348,0.378299,0.069263,0.40323,0.246678,0.16464,1378.125,0.376326,1.299851,3
5918,'2019/01/23 12:06:17:155',5,0.66999,-0.684608,0.752279,0.29991,0.447443,-0.031126,-0.016657,0.13383,0.406407,0.163562,0.139791,0.005307,0.110684,1033.59375,0.11,0.618498,3
5919,'2019/01/23 12:06:17:172',5,0.53257,-0.885234,0.440985,0.198031,0.56262,0.142572,0.156562,0.131282,0.3506,0.146826,0.281076,0.15619,0.291854,1033.59375,0.069403,0.401162,3
5920,'2019/01/23 12:06:17:188',5,0.542567,-0.422701,0.438545,0.345048,0.235364,0.253039,0.224848,0.308969,0.156994,-0.004069,0.204847,0.220761,0.321273,1378.125,0.037791,0.203446,3
5921,'2019/01/23 12:06:17:206',5,0.626559,-0.55259,0.554564,0.278413,0.172625,0.033774,0.033544,0.041874,0.172592,0.145863,0.418431,0.191865,0.310596,1378.125,0.026713,0.123105,3
5922,'2019/01/23 12:06:17:222',5,0.640862,-1.037717,0.379164,-0.106407,0.208608,0.093697,0.183113,0.184755,0.310979,0.002356,0.416086,0.284687,0.114997,1550.390625,0.10125,0.570578,3
5923,'2019/01/23 12:06:17:239',5,0.487859,-1.185825,0.468268,0.12691,0.426151,0.139194,0.0775,0.233879,0.348012,0.133143,0.334543,0.220515,0.049123,1550.390625,0.247728,1.48391,3
5924,'2019/01/23 12:06:17:256',5,0.379945,-1.151664,0.473576,0.119097,0.245316,0.023472,0.10606,0.231542,0.292137,0.16355,0.421707,0.229159,0.037356,1593.457031,0.307319,1.955388,3
5925,'2019/01/23 12:06:17:273',5,0.409114,-1.16396,0.440353,0.128429,0.197793,0.142052,0.139563,0.202092,0.172577,0.099015,0.372155,0.283342,0.052929,1593.457031,0.295036,1.946485,3
5926,'2019/01/23 12:06:17:290',5,0.309075,-1.29612,0.422712,0.112537,0.243904,0.116261,0.231091,0.206672,0.299855,0.147837,0.391566,0.28634,0.053592,1550.390625,0.288244,1.805634,3
5927,'2019/01/23 12:06:17:306',5,0.183525,-1.478938,0.227401,0.000772,0.175078,0.100279,0.232996,0.344756,0.457102,0.32104,0.465894,0.361067,0.129661,1550.390625,0.30199,1.703711,3
5928,'2019/01/23 12:06:17:322',5,0.271885,-1.239184,0.4505,0.135917,0.364317,0.169839,0.273616,0.261573,0.318329,0.142422,0.363692,0.152014,-0.023202,1550.390625,0.304605,1.865496,3
5929,'2019/01/23 12:06:17:338',5,0.274351,-1.206852,0.435979,-0.021664,0.276396,0.037132,0.185382,0.258651,0.302667,0.101062,0.463272,0.176987,0.088062,1550.390625,0.33276,1.947047,3
5930,'2019/01/23 12:06:17:356',5,0.219668,-1.280006,0.298109,-0.072833,0.253856,0.043027,0.1374,0.358889,0.377748,0.201203,0.527391,0.185674,0.112729,1550.390625,0.348368,1.924927,3
5931,'2019/01/23 12:06:17:371',5,0.248117,-1.27695,0.356522,-0.134422,0.269762,-0.068796,0.095924,0.314763,0.394389,0.229392,0.635548,0.2607,0.168518,1550.390625,0.367286,2.041827,3
5932,'2019/01/23 12:06:17:389',5,0.254586,-1.195998,0.499811,-0.018087,0.359324,0.020798,0.154892,0.287289,0.291763,0.080505,0.46713,0.12361,0.100002,1550.390625,0.379688,2.055495,3
5933,'2019/01/23 12:06:17:405',5,0.32124,-1.085569,0.554267,-0.004893,0.350235,-0.021064,0.132981,0.231918,0.325369,0.066177,0.497857,0.138364,0.096814,1550.390625,0.382655,2.104837,3
5934,'2019/01/23 12:06:17:422',5,0.350839,-1.109579,0.509472,-0.033771,0.360974,0.018656,0.13831,0.242797,0.333186,0.081779,0.483519,0.129763,0.102776,1550.390625,0.387607,2.162515,3
5935,'2019/01/23 12:06:17:439',5,0.25275,-1.169901,0.497316,0.003294,0.367768,0.043633,0.147965,0.243883,0.313314,0.05823,0.45989,0.13179,0.100134,1550.390625,0.379899,2.083364,3
5936,'2019/01/23 12:06:17:456',5,0.269957,-1.113037,0.481184,-0.018808,0.324786,-0.004324,0.12028,0.227859,0.269939,0.053003,0.468086,0.197137,0.11601,1550.390625,0.393052,2.228894,3
5937,'2019/01/23 12:06:17:473',5,0.184904,-1.22784,0.36495,-0.070144,0.336963,0.03137,0.209336,0.362655,0.435196,0.20233,0.525749,0.225798,0.087446,1550.390625,0.408019,2.187317,3
5938,'2019/01/23 12:06:17:489',5,0.064666,-1.362609,0.296685,-0.111554,0.306548,-0.006518,0.163859,0.298741,0.43048,0.22139,0.520007,0.198741,0.049578,1550.390625,0.413219,2.208639,3
5939,'2019/01/23 12:06:17:506',5,0.23828,-1.091655,0.492391,0.04586,0.390419,0.087179,0.189892,0.236779,0.279584,0.07921,0.435848,0.163264,0.06281,1550.390625,0.422073,2.397344,3
5940,'2019/01/23 12:06:17:522',5,0.156695,-1.13955,0.410023,0.028217,0.327263,0.060126,0.120218,0.252273,0.310364,0.173083,0.471519,0.215997,0.070055,1550.390625,0.426688,2.41301,3
5941,'2019/01/23 12:06:17:538',5,0.233424,-1.111427,0.439383,-0.012288,0.322734,0.033008,0.136772,0.26396,0.32569,0.130326,0.436874,0.174098,0.079564,1550.390625,0.424535,2.308805,3
5942,'2019/01/23 12:06:17:556',5,0.120574,-1.229326,0.38802,0.018072,0.371379,0.11247,0.185215,0.312418,0.33834,0.167617,0.456863,0.182953,0.064317,1550.390625,0.422264,2.427118,3
5943,'2019/01/23 12:06:17:572',5,0.244774,-1.066543,0.471239,0.070191,0.358012,0.056457,0.09285,0.246076,0.269288,0.173054,0.413584,0.209955,0.021296,1550.390625,0.440394,2.45672,3
5944,'2019/01/23 12:06:17:589',5,0.249385,-1.045938,0.483986,0.058921,0.348429,0.024685,0.071041,0.190621,0.250132,0.133078,0.422136,0.203196,0.059082,1550.390625,0.44798,2.573165,3
5945,'2019/01/23 12:06:17:605',5,0.123527,-1.126522,0.341063,-0.037908,0.261293,-0.045068,0.075238,0.211237,0.297987,0.185766,0.487178,0.259291,0.057282,1550.390625,0.457812,2.66196,3
5946,'2019/01/23 12:06:17:622',5,0.148327,-1.107205,0.397028,0.039393,0.395744,0.07173,0.179038,0.268694,0.30756,0.143801,0.432539,0.199721,0.038713,1550.390625,0.466261,2.526213,3
5947,'2019/01/23 12:06:17:638',5,0.184228,-1.086894,0.410927,0.043288,0.4029,0.062223,0.140504,0.281132,0.26187,0.119696,0.415779,0.207333,0.036374,1550.390625,0.476798,2.600781,3
5948,'2019/01/23 12:06:17:656',5,0.370459,-0.960671,0.473259,0.051988,0.429828,0.001568,0.12985,0.339244,0.205006,0.130259,0.503333,0.217545,-0.011878,1550.390625,0.328717,2.064328,3
5949,'2019/01/23 12:06:17:672',5,0.471786,-0.929021,0.55132,0.141882,0.570503,0.004406,-0.050039,0.274422,0.034161,0.064667,0.432803,0.211084,0.088841,1550.390625,0.177903,0.655318,3
5950,'2019/01/23 12:06:17:689',5,-0.417152,-0.2621,0.280379,0.252236,0.27127,0.240149,0.142514,0.185628,0.192796,0.282182,0.455745,0.275815,0.139809,1593.457031,0.519667,0.8656,3
5951,'2019/01/23 12:06:17:705',5,-0.120655,-0.518973,0.312187,0.537499,0.312883,0.225377,0.295843,0.05358,0.121872,-0.014604,0.301978,0.309288,0.150728,1550.390625,0.179516,0.913424,3
5952,'2019/01/23 12:06:17:723',5,0.567232,-0.352517,0.681873,0.490301,0.337251,0.131895,0.125651,0.221134,0.119713,-0.130145,0.15189,0.274723,0.025644,1550.390625,0.066289,0.376342,3
5953,'2019/01/23 12:06:17:739',5,0.320809,-0.289069,0.434421,0.59774,0.245464,0.214569,0.071176,0.309038,0.144758,0.180915,0.212564,0.341724,-0.060649,1550.390625,0.068318,0.269551,3
5954,'2019/01/23 12:06:17:756',5,0.240746,-0.452222,0.096186,0.40999,0.158722,0.125448,-0.100529,0.28503,0.123724,0.078881,0.291756,0.416327,0.05218,1550.390625,0.045411,0.197261,3
5955,'2019/01/23 12:06:17:772',5,0.32727,-0.532942,0.247757,0.450951,0.223998,0.244742,0.091826,0.299043,0.206264,0.189021,0.218972,0.375107,-0.01725,1593.457031,0.052606,0.253735,3
5956,'2019/01/23 12:06:17:788',5,0.776178,-0.764654,0.432097,0.234284,0.142477,0.132897,0.117052,0.307544,0.147906,0.063081,0.462916,0.331742,-0.030394,1464.257813,0.058763,0.413296,3
5957,'2019/01/23 12:06:17:806',5,0.337,-1.17967,0.362157,0.068175,0.167482,-0.090895,0.363766,0.340214,0.28217,0.18515,0.519728,0.365291,0.128344,1464.257813,0.2225,1.382389,3
5958,'2019/01/23 12:06:17:821',5,0.455782,-1.188686,0.392402,-0.038568,0.258338,-0.049336,0.41839,0.189297,0.253481,0.083835,0.584949,0.266213,0.111068,1464.257813,0.319724,1.944561,3
5959,'2019/01/23 12:06:17:839',5,0.439812,-1.170522,0.38049,-0.18582,0.157936,-0.075779,0.435666,0.130408,0.282233,0.124748,0.673935,0.312814,0.108671,1507.324219,0.350691,2.02605,3
5960,'2019/01/23 12:06:17:855',5,0.470325,-1.05244,0.414013,-0.153995,0.191248,-0.050451,0.405751,0.158115,0.298792,0.034516,0.632403,0.277183,0.065063,1507.324219,0.335905,1.967624,3
5961,'2019/01/23 12:06:17:872',5,0.497923,-1.146984,0.344039,-0.096777,0.309467,-0.136783,0.28149,0.178098,0.406441,0.047342,0.552872,0.187922,0.129711,1507.324219,0.349423,2.100378,3
5962,'2019/01/23 12:06:17:888',5,0.523278,-1.165642,0.268402,-0.074461,0.268507,-0.115137,0.277551,0.156626,0.422623,0.055247,0.549978,0.23496,0.149924,1507.324219,0.345386,2.074243,3
5963,'2019/01/23 12:06:17:905',5,0.528524,-1.1986,0.264124,-0.162773,0.337792,-0.150214,0.20843,0.191006,0.370298,0.045292,0.534248,0.232032,0.172762,1507.324219,0.346204,2.213006,3
5964,'2019/01/23 12:06:17:922',5,0.507142,-1.211625,0.228635,-0.119926,0.333704,-0.094105,0.233694,0.292416,0.426055,0.131777,0.526698,0.223305,0.185285,1507.324219,0.338223,2.037221,3
5965,'2019/01/23 12:06:17:939',5,0.56201,-1.206322,0.258859,-0.128476,0.344345,-0.126576,0.292186,0.254673,0.394856,0.132844,0.546454,0.235193,0.201899,1507.324219,0.342133,2.03144,3
5966,'2019/01/23 12:06:17:955',5,0.547493,-1.238439,0.218462,-0.125599,0.358873,-0.195059,0.361017,0.217051,0.377951,0.141822,0.583719,0.152679,0.19688,1464.257813,0.316626,1.895758,3
5967,'2019/01/23 12:06:17:972',5,0.559674,-1.149708,0.248228,-0.075935,0.345225,-0.178537,0.32995,0.238098,0.39007,0.142939,0.540731,0.143862,0.177679,1464.257813,0.318504,1.870925,3
5968,'2019/01/23 12:06:17:988',5,0.478605,-1.232526,0.258997,-0.140419,0.281676,-0.16271,0.29558,0.18531,0.40601,0.094562,0.561136,0.15459,0.177849,1464.257813,0.338891,1.955015,3
5969,'2019/01/23 12:06:18:005',5,0.376107,-1.374471,0.165972,-0.212958,0.242278,-0.137761,0.301774,0.264109,0.471975,0.204116,0.657982,0.275219,0.213044,1464.257813,0.342118,1.952153,3
5970,'2019/01/23 12:06:18:022',5,0.443312,-1.249064,0.222222,-0.153124,0.272004,-0.182972,0.25896,0.198114,0.424471,0.091241,0.568192,0.215364,0.204651,1464.257813,0.350852,2.105161,3
5971,'2019/01/23 12:06:18:038',5,0.42489,-1.214408,0.235627,-0.090915,0.302026,-0.136505,0.322257,0.243049,0.465929,0.149267,0.61539,0.188472,0.169923,1464.257813,0.341721,1.987959,3
5972,'2019/01/23 12:06:18:055',5,0.380431,-1.291735,0.148786,-0.176273,0.243062,-0.162523,0.299393,0.227713,0.447478,0.157097,0.636468,0.259371,0.227738,1464.257813,0.336663,2.071465,3
5973,'2019/01/23 12:06:18:072',5,0.491365,-1.177665,0.219867,-0.081816,0.353256,-0.148209,0.211607,0.217528,0.417233,0.089704,0.509938,0.176256,0.175196,1464.257813,0.338445,1.994291,3
5974,'2019/01/23 12:06:18:088',5,0.43074,-1.204231,0.212946,-0.081163,0.32035,-0.123864,0.257017,0.278661,0.470312,0.133106,0.575074,0.226169,0.203851,1464.257813,0.326569,2.007393,3
5975,'2019/01/23 12:06:18:106',5,0.340816,-1.308657,0.084898,-0.205386,0.238418,-0.210284,0.265417,0.248198,0.466976,0.154327,0.621952,0.269591,0.226245,1464.257813,0.33323,2.049109,3
5976,'2019/01/23 12:06:18:122',5,0.436147,-1.193349,0.20112,-0.101964,0.354755,-0.170991,0.275774,0.211167,0.422991,0.085123,0.551666,0.18975,0.159583,1464.257813,0.348324,2.044188,3
5977,'2019/01/23 12:06:18:139',5,0.371921,-1.261191,0.126148,-0.184514,0.28019,-0.203644,0.281021,0.19612,0.435676,0.119367,0.634847,0.236064,0.208333,1464.257813,0.347972,2.152022,3
5978,'2019/01/23 12:06:18:155',5,0.438988,-1.105743,0.245296,-0.078792,0.352404,-0.133423,0.289177,0.204326,0.395887,0.103014,0.572827,0.177792,0.143523,1464.257813,0.346055,2.001458,3
5979,'2019/01/23 12:06:18:172',5,0.41823,-1.106444,0.234449,-0.062853,0.318327,-0.122485,0.319878,0.214334,0.401864,0.075674,0.543424,0.173249,0.164016,1464.257813,0.370063,2.206628,3
5980,'2019/01/23 12:06:18:188',5,0.373261,-1.202487,0.159035,-0.116399,0.295271,-0.191473,0.195178,0.110775,0.346325,0.080947,0.544068,0.171095,0.168678,1464.257813,0.362289,2.048923,3
5981,'2019/01/23 12:06:18:206',5,0.569884,-0.87247,0.33648,0.04151,0.324321,-0.081452,0.212938,0.156762,0.310039,0.047951,0.455455,0.11848,0.100479,1464.257813,0.351278,2.00203,3
5982,'2019/01/23 12:06:18:222',5,0.663494,-0.951255,0.389966,0.019427,0.389717,-0.094768,0.339256,0.162467,0.314689,0.025156,0.478273,0.087679,0.07292,1464.257813,0.281284,1.627392,3
5983,'2019/01/23 12:06:18:239',5,0.751864,-0.737901,0.552213,0.168607,0.374994,-0.068937,0.245141,0.031621,0.258527,0.008513,0.453355,0.159726,-0.010711,1507.324219,0.119818,0.679784,3
5984,'2019/01/23 12:06:18:255',5,0.67931,-0.625868,0.637129,0.205375,0.186721,-0.003379,0.152011,0.089428,0.22125,0.106641,0.465241,0.186149,0.173201,1464.257813,0.043594,0.233457,3
5985,'2019/01/23 12:06:18:273',5,0.625647,-0.76547,0.380167,0.106375,0.115011,0.134098,0.313942,0.307264,0.316391,0.161998,0.550266,0.226131,0.179384,1464.257813,0.035257,0.197282,3
5986,'2019/01/23 12:06:18:288',5,0.503777,-0.910001,0.464418,0.051488,0.124477,-0.022085,0.106802,0.300688,0.388717,0.209662,0.48104,0.08514,0.014378,1679.589844,0.099056,0.596839,3
5987,'2019/01/23 12:06:18:306',5,0.295619,-1.186215,0.489154,0.105612,0.440147,0.001877,0.137086,0.349145,0.32703,0.139632,0.400765,0.211011,0.039472,1679.589844,0.227959,1.3993,3
5988,'2019/01/23 12:06:18:322',5,0.221753,-1.123476,0.494658,0.031244,0.374825,-0.004087,0.237341,0.380662,0.38429,0.176976,0.415366,0.131677,-0.040926,1679.589844,0.287064,1.863033,3
5989,'2019/01/23 12:06:18:339',5,0.28184,-1.132663,0.585808,0.070726,0.463402,-0.009457,0.156277,0.337235,0.306995,0.142395,0.366664,0.128578,-0.042652,1679.589844,0.319777,1.876767,3
5990,'2019/01/23 12:06:18:355',5,0.206903,-1.255648,0.521409,0.013025,0.443939,0.038976,0.231257,0.30305,0.305779,0.166709,0.405364,0.14872,0.007189,1679.589844,0.320915,1.9642,3
5991,'2019/01/23 12:06:18:372',5,0.277401,-1.074269,0.464235,0.042456,0.369888,-0.021342,0.189739,0.217041,0.223129,0.14277,0.441997,0.190442,0.039175,1679.589844,0.318595,1.843033,3
5992,'2019/01/23 12:06:18:389',5,0.186858,-1.25078,0.409478,0.021076,0.446783,0.004431,0.244004,0.287994,0.27263,0.212736,0.442986,0.166177,0.035758,1679.589844,0.308214,1.728536,3
5993,'2019/01/23 12:06:18:405',5,0.1677,-1.214787,0.307226,-0.061522,0.43088,-0.140522,0.1866,0.32701,0.245328,0.187514,0.523773,0.143844,0.037365,1679.589844,0.310864,1.664569,3
5994,'2019/01/23 12:06:18:422',5,0.231864,-1.079647,0.366282,0.035198,0.512239,-0.086349,0.237266,0.437303,0.294758,0.173891,0.522619,0.058553,-0.042355,1679.589844,0.316454,1.698588,3
5995,'2019/01/23 12:06:18:438',5,0.06906,-1.227403,0.257129,0.012019,0.513037,0.051572,0.308384,0.504972,0.339435,0.231811,0.570218,0.116768,-0.012083,1679.589844,0.311811,1.751344,3
5996,'2019/01/23 12:06:18:455',5,0.069824,-1.136551,0.318455,0.044447,0.511668,0.007817,0.291318,0.41116,0.313852,0.117037,0.497788,0.025081,-0.046983,1679.589844,0.324512,1.734706,3
5997,'2019/01/23 12:06:18:475',5,0.207974,-0.9638,0.391301,0.049579,0.453009,-0.080148,0.229282,0.381065,0.322309,0.116543,0.519019,0.018777,-0.047982,1679.589844,0.319742,1.754075,3
5998,'2019/01/23 12:06:18:489',5,0.145228,-1.031361,0.30415,-0.092306,0.323304,-0.185026,0.209058,0.351065,0.299551,0.097802,0.547673,0.094814,-0.002188,1679.589844,0.332929,1.853643,3
5999,'2019/01/23 12:06:18:506',5,0.277777,-0.912377,0.488848,0.094627,0.507992,-0.171508,0.215311,0.314473,0.277419,0.053743,0.489684,-0.017084,-0.093917,1679.589844,0.332425,1.737252,3
6000,'2019/01/23 12:06:18:523',5,0.37599,-0.761397,0.668164,-0.044516,0.394925,0.037144,0.292531,0.179383,0.292702,0.11563,0.426679,0.100564,0.094802,3316.113281,0.087989,0.444645,3
6001,'2019/01/23 12:06:18:538',5,0.430239,-0.730996,0.674107,0.1025,0.342987,0.058282,0.344817,0.160267,0.306535,0.087094,0.381213,0.146349,0.054663,2067.1875,0.069514,0.34779,3
6002,'2019/01/23 12:06:18:555',5,0.445383,-0.759862,0.600595,0.31119,0.191416,-0.180172,0.258122,0.143122,0.0677,0.032422,0.41192,0.430778,0.396629,1464.257813,0.051832,0.28258,3
6003,'2019/01/23 12:06:18:572',5,0.884709,-0.574512,0.595177,0.374502,0.318934,-0.074776,0.272452,0.136336,-0.0241,0.032901,0.253876,0.225896,0.152515,1464.257813,0.048771,0.247509,3
6004,'2019/01/23 12:06:18:589',5,0.820308,-0.526521,0.685889,0.545969,0.339664,0.006728,0.233405,0.076608,-0.040003,0.057325,0.320773,0.350509,0.143917,1464.257813,0.038444,0.217857,3
6005,'2019/01/23 12:06:18:606',5,0.717171,-0.669903,0.609862,0.52281,0.539868,0.071507,0.134635,0.062838,0.103171,0.062131,0.299185,0.271409,0.139845,1464.257813,0.030742,0.156658,3
6006,'2019/01/23 12:06:18:622',5,0.833683,-0.549679,0.53937,0.294283,0.149594,0.107076,0.217389,0.319364,0.004371,-0.057389,0.313375,0.352902,0.191477,1464.257813,0.03067,0.145103,3
6007,'2019/01/23 12:06:18:638',5,0.91983,-0.852357,0.43041,0.392941,0.197096,0.252739,0.237547,0.295275,0.229582,0.031495,0.322101,0.162288,-0.035743,1378.125,0.044581,0.270124,3
6008,'2019/01/23 12:06:18:655',5,0.439627,-1.173068,0.61622,0.143347,0.446202,-0.009095,0.116136,0.311153,0.302908,0.084618,0.302248,0.169009,0.020678,1335.058594,0.177118,1.193428,3
6009,'2019/01/23 12:06:18:672',5,0.243666,-1.265451,0.597521,0.301537,0.677556,0.048421,0.120434,0.111357,0.289929,0.047735,0.363744,0.11033,0.080099,1335.058594,0.285422,1.90714,3
6010,'2019/01/23 12:06:18:689',5,0.30214,-1.241142,0.477702,0.079685,0.569567,-0.011413,0.215572,0.236541,0.509227,0.174258,0.496342,0.109365,0.022417,1335.058594,0.287021,1.833295,3
6011,'2019/01/23 12:06:18:705',5,0.222123,-1.26213,0.487757,0.118882,0.54821,-0.060556,0.160213,0.195541,0.483554,0.180827,0.470647,0.152467,0.006642,1335.058594,0.297704,2.01846,3
6012,'2019/01/23 12:06:18:723',5,0.112928,-1.251429,0.434069,0.267612,0.703257,0.11692,0.235172,0.2636,0.417874,0.079684,0.387505,0.088493,-0.050985,1335.058594,0.30941,2.096251,3
6013,'2019/01/23 12:06:18:738',5,0.258608,-1.181143,0.422488,0.151346,0.560602,-0.113164,0.003657,0.126801,0.405176,0.030299,0.442546,0.200225,0.01148,1335.058594,0.320364,2.171252,3
6014,'2019/01/23 12:06:18:756',5,0.30173,-1.065465,0.532284,0.323382,0.618059,0.026246,0.036935,0.214719,0.362138,0.021639,0.342755,0.133492,-0.107902,1335.058594,0.341775,2.34455,3
6015,'2019/01/23 12:06:18:772',5,0.226101,-1.190378,0.429148,0.236928,0.546328,-0.006859,0.029454,0.239793,0.433257,0.097781,0.431352,0.163359,-0.072674,1335.058594,0.349596,2.390028,3
6016,'2019/01/23 12:06:18:789',5,0.211881,-1.226424,0.479977,0.250622,0.626006,-0.019795,0.027956,0.16592,0.403878,0.055722,0.383796,0.154734,-0.043329,1335.058594,0.352206,2.473262,3
6017,'2019/01/23 12:06:18:805',5,0.075254,-1.320768,0.46823,0.341422,0.70708,0.137531,0.133481,0.264816,0.41877,0.049489,0.334028,0.076371,-0.060213,1335.058594,0.344705,2.52447,3
6018,'2019/01/23 12:06:18:822',5,0.104714,-1.382701,0.343123,0.173114,0.50522,-0.020191,0.004352,0.25316,0.421016,0.179624,0.429804,0.198821,-0.027596,1335.058594,0.361767,2.57499,3
6019,'2019/01/23 12:06:18:839',5,0.077506,-1.368312,0.331841,0.203127,0.576217,0.047051,0.089683,0.304105,0.412706,0.143911,0.417143,0.213924,-0.023152,1335.058594,0.360532,2.569423,3
6020,'2019/01/23 12:06:18:855',5,0.230749,-1.16836,0.499092,0.319503,0.628065,0.013494,0.015702,0.190581,0.323609,0.063761,0.395021,0.137421,-0.05045,1335.058594,0.368425,2.512383,3
6021,'2019/01/23 12:06:18:872',5,0.207291,-1.108615,0.461661,0.333599,0.624866,0.010214,-0.018985,0.192815,0.350788,0.092443,0.422201,0.176157,-0.070722,1335.058594,0.368641,2.498716,3
6022,'2019/01/23 12:06:18:889',5,-0.082982,-1.471736,0.203245,0.203012,0.642392,0.110601,0.127368,0.349954,0.484721,0.145391,0.466883,0.175247,-0.042211,1335.058594,0.364398,2.46325,3
6023,'2019/01/23 12:06:18:905',5,0.166901,-1.156959,0.464869,0.384742,0.643814,0.081121,0.004025,0.168314,0.343428,0.015301,0.399004,0.16084,-0.10974,1335.058594,0.352441,2.417409,3
6024,'2019/01/23 12:06:18:921',5,0.146918,-1.207052,0.399632,0.342773,0.579794,0.078707,0.047958,0.229901,0.437026,0.082249,0.469169,0.212922,-0.027908,1335.058594,0.352496,2.401809,3
6025,'2019/01/23 12:06:18:938',5,0.220329,-1.066374,0.413338,0.319763,0.530908,0.071657,-0.048551,0.253945,0.36891,0.111244,0.381782,0.180959,-0.088405,1335.058594,0.365953,2.457215,3
6026,'2019/01/23 12:06:18:956',5,0.351278,-0.98669,0.54807,0.322236,0.610231,0.064733,0.02416,0.197368,0.328279,0.020334,0.306281,0.096397,-0.159303,1335.058594,0.360337,2.410869,3
6027,'2019/01/23 12:06:18:972',5,0.243288,-1.015481,0.572678,0.390336,0.656531,0.039796,-0.006115,0.15133,0.340658,0.036819,0.343995,0.115695,-0.153291,1335.058594,0.352261,2.207666,3
6028,'2019/01/23 12:06:18:988',5,0.454451,-0.787023,0.735668,0.359135,0.641489,-0.007635,-0.043627,-0.071225,0.140525,0.065087,0.571774,0.166829,0.086176,1335.058594,0.081289,0.494655,3
6029,'2019/01/23 12:06:19:006',5,0.565328,-0.704312,0.647839,0.337602,0.520038,-0.061823,-0.054716,0.079762,0.16321,0.149786,0.48322,0.099388,0.214841,1335.058594,0.061524,0.391042,3
6030,'2019/01/23 12:06:19:021',5,0.514367,-0.889094,0.424709,0.298463,0.432492,0.083875,-0.19413,0.217699,0.207349,0.256225,0.468853,0.31557,0.443691,1291.992188,0.04131,0.247827,3
6031,'2019/01/23 12:06:19:039',5,0.730305,-0.644165,0.54929,0.125914,0.382081,-0.015308,-0.085811,0.337629,0.374669,0.176987,0.288177,0.09049,0.297156,1291.992188,0.030926,0.203198,3
6032,'2019/01/23 12:06:19:055',5,0.662176,-0.609508,0.607733,0.277206,0.303913,0.057148,-0.056449,0.260359,0.27118,0.196688,0.40576,0.259741,0.323951,1335.058594,0.020041,0.140665,3
6033,'2019/01/23 12:06:19:072',5,0.845518,-0.534362,0.459243,0.314773,0.310088,0.094663,0.007856,0.274806,0.204796,0.066191,0.270995,0.276628,0.250392,1291.992188,0.024397,0.15156,3
6034,'2019/01/23 12:06:19:089',5,0.617716,-0.693744,0.426483,0.367183,0.541175,0.119281,0.030353,0.163734,0.230324,0.186366,0.222027,0.331987,0.289364,1291.992188,0.028713,0.161576,3
6035,'2019/01/23 12:06:19:105',5,0.904668,-0.534612,0.587198,0.462361,0.443103,0.142441,-0.103788,0.154134,0.277628,0.140075,0.312576,0.29827,0.151859,1335.058594,0.023299,0.1859,3
6036,'2019/01/23 12:06:19:121',5,0.895672,-0.469295,0.462658,0.507319,0.526235,0.123173,-0.254717,0.152852,0.316019,0.090922,0.314125,0.333049,0.168886,1335.058594,0.024681,0.202606,3
